ID,Ave. art rating,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral
57727f1bedc2cb3880ecedb3,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577287caedc2cb388008282f,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283a9edc2cb3880fb5499,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287dbedc2cb3880089878,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577288e7edc2cb38800bed7c,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57727bd5edc2cb3880e2c6ef,-0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728446edc2cb3880fd472d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728132edc2cb3880f3b5fa,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728046edc2cb3880f0a068,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287dcedc2cb388008998a,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57728591edc2cb3880018fd4,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728192edc2cb3880f4f167,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727634edc2cb3880d0b22a,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772881aedc2cb3880095529,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57728459edc2cb3880fdb63d,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284ceedc2cb3880ff1001,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728269edc2cb3880f78144,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287f4edc2cb388008c499,-0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577283fdedc2cb3880fc7f1b,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577287e7edc2cb388008ac2f,-0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fededc2cb3880ef6b57,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727ffeedc2cb3880efda29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772883dedc2cb388009e29b,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283d1edc2cb3880fbe38c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f3aedc2cb3880ed6f12,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728393edc2cb3880fb3188,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728469edc2cb3880fdd217,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fa3edc2cb3880eeabc4,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772878bedc2cb3880077017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f3bedc2cb3880ed7008,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772838fedc2cb3880fb2c20,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727681edc2cb3880d1d444,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f7cedc2cb3880ee13cc,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577288ddedc2cb38800bde5d,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577280f0edc2cb3880f2feae,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728496edc2cb3880fe6a9c,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577283ccedc2cb3880fbdb8e,-0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f1aedc2cb3880eced71,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57728712edc2cb3880062752,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284a6edc2cb3880fe7f65,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728329edc2cb3880fa0441,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728501edc2cb3880ffb43e,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728047edc2cb3880f0a2e2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728497edc2cb3880fe6c41,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728014edc2cb3880effdb3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727d05edc2cb3880e67c60,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f4aedc2cb3880ed8966,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577278beedc2cb3880d8c9e6,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57728503edc2cb3880ffb886,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728360edc2cb3880fa9b6c,-0.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727fe9edc2cb3880ef656e,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284b0edc2cb3880fe8feb,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577288c5edc2cb38800b61b9,-0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577282c7edc2cb3880f8be24,1.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
577287cbedc2cb388008291f,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284cfedc2cb3880ff12b5,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728400edc2cb3880fc82a1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728069edc2cb3880f12c05,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f07edc2cb3880ecd41a,-0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284a2edc2cb3880fe7a17,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728501edc2cb3880ffb46e,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284cfedc2cb3880ff12e5,1.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
577287ddedc2cb3880089ca2,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57728744edc2cb388006c92c,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727bd5edc2cb3880e2c6b3,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577288e2edc2cb38800be4c0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59839e9cedc2c9658c2f54cb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57726ee9edc2cb3880b8b37b,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57726e2fedc2cb3880b61b1c,-0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57728069edc2cb3880f12bf5,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f49edc2cb3880ed8882,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728432edc2cb3880fd2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772843fedc2cb3880fd3add,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577288a1edc2cb38800b2847,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772845fedc2cb3880fdbfd9,1.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772842bedc2cb3880fd1b67,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728883edc2cb38800aa71b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727cbfedc2cb3880e56987,1.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727f6fedc2cb3880ee024a,-0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772845eedc2cb3880fdbf29,1.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577288e6edc2cb38800bec9c,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57728500edc2cb3880ffb33c,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727402edc2cb3880ca64d4,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577286cdedc2cb3880056d63,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577270a4edc2cb3880bede8d,-0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772864aedc2cb388003a859,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727680edc2cb3880d1d244,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577280c3edc2cb3880f26379,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f0cedc2cb3880ecdaf0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772860bedc2cb388002f229,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
577284a1edc2cb3880fe7753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728a6bedc2cb388010feae,1.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728703edc2cb3880060f89,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772842bedc2cb3880fd1b37,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f0fedc2cb3880ece00a,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f6fedc2cb3880ee021a,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577282eaedc2cb3880f947c6,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772881aedc2cb3880095439,-0.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5772838fedc2cb3880fb2bd0,0.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577280f1edc2cb3880f2ffae,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728392edc2cb3880fb3008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577283d1edc2cb3880fbe39c,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f73edc2cb3880ee0683,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577277d2edc2cb3880d5ac3d,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5772721eedc2cb3880c413e6,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772805eedc2cb3880f11b3e,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5772816dedc2cb3880f46297,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728738edc2cb388006b84e,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57727fabedc2cb3880eeb82a,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728221edc2cb3880f6bb61,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728172edc2cb3880f46b6d,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577283ffedc2cb3880fc8221,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284e7edc2cb3880ff369a,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727e73edc2cb3880eaf65f,2.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577287acedc2cb388007f7a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728508edc2cb3880ffc073,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728628edc2cb388003750f,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772839bedc2cb3880fb3e11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284d1edc2cb3880ff15db,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f45edc2cb3880ed8214,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728682edc2cb38800452df,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772846eedc2cb3880fdda85,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728051edc2cb3880f0b278,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577280c3edc2cb3880f26359,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f4bedc2cb3880ed8ad2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728328edc2cb3880fa01cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772838dedc2cb3880fb28fb,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57726efeedc2cb3880b92f28,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727fa8edc2cb3880eeb332,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728629edc2cb388003759f,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728045edc2cb3880f09f0f,1.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577288e2edc2cb38800be4d0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728536edc2cb3880005c0b,-0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5772856cedc2cb3880010522,1.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728459edc2cb3880fdb66d,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728460edc2cb3880fdc119,2.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727d70edc2cb3880e7c4c7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577287afedc2cb388007fc4b,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f46edc2cb3880ed82d4,-0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577281aaedc2cb3880f514f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727291edc2cb3880c57a96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f44edc2cb3880ed8062,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728723edc2cb3880064356,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283a3edc2cb3880fb4aeb,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772869aedc2cb388004cc10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727ffeedc2cb3880efda09,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772842cedc2cb3880fd1c87,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a3edc2cb3880fe7a97,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f46edc2cb3880ed8254,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
57728193edc2cb3880f4f2d7,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f73edc2cb3880ee0623,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283a9edc2cb3880fb5459,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284faedc2cb3880ffa922,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577288c5edc2cb38800b622b,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728287edc2cb3880f80695,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577273c5edc2cb3880c9c27d,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728048edc2cb3880f0a362,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577280d9edc2cb3880f284d2,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727178edc2cb3880c1a3f0,1.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772863bedc2cb38800391ea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728363edc2cb3880fa9f44,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f44edc2cb3880ed7f90,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772849aedc2cb3880fe6c81,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284faedc2cb3880ffa942,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772845cedc2cb3880fdba4f,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772873bedc2cb388006bc6d,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772881aedc2cb3880095479,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772853fedc2cb3880006a44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577274e8edc2cb3880cce6cf,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772839bedc2cb3880fb3e31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f6eedc2cb3880ee0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727634edc2cb3880d0b127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284ffedc2cb3880ffb21c,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577281a5edc2cb3880f50ebb,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728446edc2cb3880fd476d,2.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
577276eaedc2cb3880d31b33,1.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577280d9edc2cb3880f28410,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772853eedc2cb38800069d2,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287adedc2cb388007f8e5,1.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
577276e9edc2cb3880d31a1d,1.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727fa4edc2cb3880eead26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577278dbedc2cb3880d949be,1.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728704edc2cb38800610e9,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a7edc2cb3880fe81c7,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772845cedc2cb3880fdbb41,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577280f7edc2cb3880f306a9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577286c5edc2cb388005609d,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fededc2cb3880ef6ba7,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772816eedc2cb3880f46427,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772809aedc2cb3880f1cb27,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728347edc2cb3880fa8716,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728290edc2cb3880f81549,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772866fedc2cb388004339f,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284ceedc2cb3880ff1041,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f04edc2cb3880eccefa,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f42edc2cb3880ed7bbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577282b3edc2cb3880f89dd9,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f4dedc2cb3880ed8bb5,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772849eedc2cb3880fe722b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727218edc2cb3880c40aa9,1.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5772874cedc2cb388006d0f5,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728707edc2cb3880061571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728661edc2cb3880042081,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f2dedc2cb3880ed5f69,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f3eedc2cb3880ed755b,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58d10333edc2c94f902fbc77,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772800fedc2cb3880eff649,-1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772847bedc2cb3880fdedd7,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577286deedc2cb3880058258,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772849bedc2cb3880fe6dd3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728327edc2cb3880fa010d,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728751edc2cb388006d40d,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728170edc2cb3880f467e9,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728789edc2cb3880076c1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f1cedc2cb3880ecefd3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f1aedc2cb3880ecec81,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728758edc2cb388006da7a,-0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57727fe3edc2cb3880ef5be8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727fa2edc2cb3880eea904,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57726e81edc2cb3880b74f34,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577280c2edc2cb3880f261a5,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577272dcedc2cb3880c6a79b,1.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57726fa8edc2cb3880bb334d,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577287f4edc2cb388008c449,-0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57727efaedc2cb3880ecc088,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728496edc2cb3880fe6a67,1.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577285f7edc2cb388002d388,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57728736edc2cb388006b3d6,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577278d9edc2cb3880d9481e,1.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
